Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Traffic Type,Traffic Subtype
192.168.1.70-192.168.1.90-1181-57928-6,192.168.1.70,1181,192.168.1.90,57928,6,1/01/1970 9:17,5095470,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3925055,5095470,0,5095470,5095470,5095470,5095470,0,5095470,5095470,0,0,0,0,0,0,0,0,0,40,0,0.3925055,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,512,0,0,20,0,0,0,0,5095470,0,5095470,5095470,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-48150-0-6,192.168.1.70,48150,192.168.1.90,0,6,1/01/1970 22:41,27310,1,1,50,0,50,50,50,0,0,0,0,0,1830.831197,73.23324789,27310,0,27310,27310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,36.61662395,36.61662395,0,50,33.33333333,28.86751346,833.3333333,0,0,1,1,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-49744-0-6,192.168.1.70,49744,192.168.1.90,0,6,3/01/1970 4:08,10325828,2,0,1000,0,500,500,500,0,0,0,0,0,96.84453392,0.193689068,10325828,0,10325828,10325828,10325828,10325828,0,10325828,10325828,0,0,0,0,0,0,0,0,0,40,0,0.193689068,0,500,500,500,0,0,0,0,2,0,0,0,0,0,0,750,500,0,0,0,0,0,0,0,2,1000,0,0,50,0,1,20,0,0,0,0,10325828,0,10325828,10325828,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-44149-0-6,192.168.1.70,44149,192.168.1.90,0,6,3/01/1970 4:06,10429287,2,1,1000,0,500,500,500,0,0,0,0,0,95.88383175,0.287651495,5214643.5,6887742.601,10085013,344274,10085013,10085013,0,10085013,10085013,0,0,0,0,0,0,0,0,0,40,20,0.191767664,0.095883832,0,500,375,250,62500,0,0,1,0,2,0,0,0,0,500,500,0,0,0,0,0,0,0,2,1000,1,0,512,0,1,20,0,0,0,0,10085013,0,10085013,10085013,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-39963-0-6,192.168.1.70,39963,192.168.1.90,0,6,1/01/1970 4:53,42860,1,1,50,0,50,50,50,0,0,0,0,0,1166.588894,46.66355576,42860,0,42860,42860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23.33177788,23.33177788,0,50,33.33333333,28.86751346,833.3333333,0,0,1,0,1,0,0,1,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-17464-0-6,192.168.1.70,17464,192.168.1.90,0,6,1/01/1970 4:58,10278039,3,1,1500,0,500,500,500,0,0,0,0,0,145.9422366,0.389179298,3426013,3456637.379,6947529,38130,10239909,5119954.5,2584580.644,6947529,3292380,0,0,0,0,0,0,0,0,0,60,20,0.291884473,0.097294824,0,500,400,223.6067977,50000,2,0,1,0,1,0,0,0,0,500,500,0,0,0,0,0,0,0,1,750,0,0,1000,0,2,20,3292380,0,3292380,3292380,6947529,0,6947529,6947529,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-10727-0-6,192.168.1.70,10727,192.168.1.90,0,6,3/01/1970 3:56,97627,1,1,50,0,50,50,50,0,0,0,0,0,512.1534002,20.48613601,97627,0,97627,97627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.243068,10.243068,0,50,33.33333333,28.86751346,833.3333333,1,0,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-19534-0-6,192.168.1.70,19534,192.168.1.90,0,6,1/01/1970 4:49,6713384,2,1,100,0,50,50,50,0,0,0,0,0,14.89561747,0.446868524,3356692,4727853.118,6699789,13595,6699789,6699789,0,6699789,6699789,0,0,0,0,0,0,0,0,0,40,20,0.297912349,0.148956175,0,50,37.5,25,625,0,0,1,0,2,0,0,0,0,50,50,0,0,0,0,0,0,0,2,100,1,0,512,0,1,20,0,0,0,0,6699789,0,6699789,6699789,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-64013-0-6,192.168.1.70,64013,192.168.1.90,0,6,3/01/1970 4:08,21901,1,1,500,0,500,500,500,0,0,0,0,0,22830.00776,91.32003105,21901,0,21901,21901,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,45.66001552,45.66001552,0,500,333.3333333,288.6751346,83333.33333,0,0,1,0,1,1,0,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-49759-0-6,192.168.1.70,49759,192.168.1.90,0,6,1/01/1970 5:03,25885,1,1,500,0,500,500,500,0,0,0,0,0,19316.2063,77.26482519,25885,0,25885,25885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,38.63241259,38.63241259,0,500,333.3333333,288.6751346,83333.33333,0,0,1,0,1,0,1,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-30073-0-6,192.168.1.70,30073,192.168.1.90,0,6,1/01/1970 22:52,33260737,2,0,980,0,500,480,490,14.14213562,0,0,0,0,29.46416972,0.060130959,33260737,0,33260737,33260737,33260737,33260737,0,33260737,33260737,0,0,0,0,0,0,0,0,0,60,0,0.060130959,0,480,500,486.6666667,11.54700538,133.3333333,0,0,2,0,0,0,0,0,0,730,490,0,0,0,0,0,0,0,2,980,0,0,512,0,1,20,0,0,0,0,33260737,0,33260737,33260737,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-49294-0-6,192.168.1.70,49294,192.168.1.90,0,6,1/01/1970 4:47,20869,1,1,50,0,50,50,50,0,0,0,0,0,2395.898222,95.83592889,20869,0,20869,20869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47.91796444,47.91796444,0,50,33.33333333,28.86751346,833.3333333,0,1,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-12332-0-6,192.168.1.70,12332,192.168.1.90,0,6,1/01/1970 23:13,122654,1,1,1356,0,1356,1356,1356,0,0,0,0,0,11055.48943,16.3060316,122654,0,122654,122654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.153015801,8.153015801,0,1356,904,782.886965,612912,0,0,1,0,1,0,1,0,1,1356,1356,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-26598-0-6,192.168.1.70,26598,192.168.1.90,0,6,3/01/1970 4:03,52141202,4,0,1980,0,500,480,495,10,0,0,0,0,37.97380812,0.076714764,17380400.67,13940873.59,33225274,6997690,52141202,17380400.67,13940873.59,33225274,6997690,0,0,0,0,0,0,0,0,0,100,0,0.076714764,0,480,500,496,8.94427191,80,0,4,0,0,0,0,0,0,0,620,495,0,0,0,0,0,0,0,1,660,0,0,512,0,3,20,0,0,0,0,17380400.67,13940873.59,33225274,6997690,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-25526-0-6,192.168.1.70,25526,192.168.1.90,0,6,1/01/1970 22:41,1242472,2,0,100,0,50,50,50,0,0,0,0,0,80.48471112,1.609694222,1242472,0,1242472,1242472,1242472,1242472,0,1242472,1242472,0,0,0,0,0,1,0,0,0,40,0,1.609694222,0,50,50,50,0,0,0,0,0,2,0,0,0,0,0,75,50,0,0,0,0,0,0,0,2,100,0,0,512,0,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-9503-0-6,192.168.1.70,9503,192.168.1.90,0,6,3/01/1970 4:04,322467,1,1,500,0,500,500,500,0,0,0,0,0,1550.546257,6.20218503,322467,0,322467,322467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.101092515,3.101092515,0,500,333.3333333,288.6751346,83333.33333,1,0,1,0,1,0,0,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-8526-0-6,192.168.1.70,8526,192.168.1.90,0,6,3/01/1970 3:41,130443,1,1,1356,0,1356,1356,1356,0,0,0,0,0,10395.34509,15.33236739,130443,0,130443,130443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.666183697,7.666183697,0,1356,904,782.886965,612912,0,0,1,0,1,0,1,0,1,1356,1356,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-3619-0-6,192.168.1.70,3619,192.168.1.90,0,6,1/01/1970 22:17,8882452,2,0,2712,0,1356,1356,1356,0,0,0,0,0,305.3210983,0.225163052,8882452,0,8882452,8882452,8882452,8882452,0,8882452,8882452,0,0,0,0,0,0,0,0,0,40,0,0.225163052,0,1356,1356,1356,0,0,0,0,2,0,0,0,0,0,0,2034,1356,0,0,0,0,0,0,0,2,2712,0,0,512,0,1,20,0,0,0,0,8882452,0,8882452,8882452,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-17613-0-6,192.168.1.70,17613,192.168.1.90,0,6,1/01/1970 22:53,37113211,3,0,1500,0,500,500,500,0,0,0,0,0,40.41687473,0.080833749,18556605.5,2088369.875,20033306,17079905,37113211,18556605.5,2088369.875,20033306,17079905,0,0,0,0,0,0,0,1,0,60,0,0.080833749,0,500,500,500,0,0,0,0,0,0,0,3,0,0,0,666.6666667,500,0,0,0,0,0,0,0,1,750,0,0,512,0,2,20,0,0,0,0,18556605.5,2088369.875,20033306,17079905,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-5994-0-6,192.168.1.70,5994,192.168.1.90,0,6,1/01/1970 4:50,27998877,5,1,230,0,50,30,46,8.94427191,0,0,0,0,8.214615179,0.214294309,5599775.4,4971321.716,11935398,23073,27975804,6993951,4471451.902,11935398,1355331,0,0,0,0,0,1,0,0,0,120,20,0.178578591,0.035715718,0,50,40,19.14854216,366.6666667,0,0,1,5,1,0,0,0,0,46.66666667,46,0,0,0,0,0,0,0,1,57,0,0,512,0,4,20,1355331,0,1355331,1355331,8873491,2965602.721,11935398,6014628,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-17289-0-6,192.168.1.70,17289,192.168.1.90,0,6,1/01/1970 5:51,52344,1,1,1356,0,1356,1356,1356,0,0,0,0,0,25905.54791,38.20877273,52344,0,52344,52344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19.10438637,19.10438637,0,1356,904,782.886965,612912,0,0,1,0,1,0,0,0,1,1356,1356,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-30827-0-6,192.168.1.70,30827,192.168.1.90,0,6,3/01/1970 4:07,181453,1,1,500,0,500,500,500,0,0,0,0,0,2755.534491,11.02213796,181453,0,181453,181453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,5.511068982,5.511068982,0,500,333.3333333,288.6751346,83333.33333,0,0,1,1,1,0,0,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,50,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-24159-0-6,192.168.1.70,24159,192.168.1.90,0,6,1/01/1970 5:02,18367,1,1,480,0,480,480,480,0,0,0,0,0,26133.82697,108.8909457,18367,0,18367,18367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,20,54.44547286,54.44547286,0,480,320,277.1281292,76800,0,0,1,0,1,1,0,0,1,480,480,0,0,0,0,0,0,0,0,0,0,0,512,0,0,40,0,0,0,0,0,0,0,0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-30509-0-6,192.168.1.70,30509,192.168.1.90,0,6,1/01/1970 22:53,30143307,3,0,1480,0,500,480,493.3333333,11.54700538,0,0,0,0,49.09879331,0.099524581,15071653.5,7050995.172,20057460,10085847,30143307,15071653.5,7050995.172,20057460,10085847,0,0,0,0,0,0,0,1,0,80,0,0.099524581,0,480,500,490,11.54700538,133.3333333,0,0,0,0,0,3,0,0,0,653.3333333,493.3333333,0,0,0,0,0,0,0,1,740,0,0,512,0,2,20,0,0,0,0,15071653.5,7050995.172,20057460,10085847,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-2397-60380-6,192.168.1.70,2397,192.168.1.90,60380,6,1/01/1970 7:45,3687718,2,1,0,0,0,0,0,0,0,0,0,0,0,0.813511228,1843859,2567862.519,3659612,28106,3659612,3659612,0,3659612,3659612,0,0,0,0,0,0,0,0,0,40,20,0.542340819,0.271170409,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-50841-0-6,192.168.1.70,50841,192.168.1.90,0,6,3/01/1970 3:59,7489854,2,0,100,0,50,50,50,0,0,0,0,0,13.3513951,0.267027902,7489854,0,7489854,7489854,7489854,7489854,0,7489854,7489854,0,0,0,0,0,0,0,0,0,40,0,0.267027902,0,50,50,50,0,0,0,0,2,0,0,0,0,0,0,75,50,0,0,0,0,0,0,0,2,100,0,0,512,0,1,20,0,0,0,0,7489854,0,7489854,7489854,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-6013-0-6,192.168.1.70,6013,192.168.1.90,0,6,1/01/1970 4:59,3032647,2,1,1000,0,500,500,500,0,0,0,0,0,329.744939,0.989234817,1516323.5,2063352.437,2975334,57313,2975334,2975334,0,2975334,2975334,0,0,0,0,0,1,0,0,0,40,20,0.659489878,0.329744939,0,500,375,250,62500,0,0,1,2,1,0,0,0,0,500,500,0,0,0,0,0,0,0,2,1000,1,0,512,0,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-1553-43061-6,192.168.1.70,1553,192.168.1.90,43061,6,1/01/1970 7:46,21406,1,1,0,0,0,0,0,0,0,0,0,0,0,93.43174811,21406,0,21406,21406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,46.71587405,46.71587405,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-41799-0-6,192.168.1.70,41799,192.168.1.90,0,6,1/01/1970 22:44,61758,1,1,50,0,50,50,50,0,0,0,0,0,809.6117102,32.38446841,61758,0,61758,61758,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,16.1922342,16.1922342,0,50,33.33333333,28.86751346,833.3333333,0,0,1,0,1,1,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-26473-0-6,192.168.1.70,26473,192.168.1.90,0,6,1/01/1970 22:50,11742885,3,1,1500,0,500,500,500,0,0,0,0,0,127.7369233,0.340631795,3914295,4504307.549,8853117,32505,11710380,5855190,4239709.022,8853117,2857263,0,0,0,0,0,1,0,0,0,60,20,0.255473847,0.085157949,0,500,400,223.6067977,50000,0,0,1,3,1,0,0,0,0,500,500,0,0,0,0,0,0,0,1,750,0,0,512,0,2,20,0,0,0,0,8853117,0,8853117,8853117,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-3106-0-6,192.168.1.70,3106,192.168.1.90,0,6,3/01/1970 3:17,20693926,2,0,2712,0,1356,1356,1356,0,0,0,0,0,131.0529476,0.096646717,20693926,0,20693926,20693926,20693926,20693926,0,20693926,20693926,0,0,0,0,0,0,0,0,0,40,0,0.096646717,0,1356,1356,1356,0,0,0,2,0,0,0,0,0,0,0,2034,1356,0,0,0,0,0,0,0,2,2712,0,0,512,0,1,20,0,0,0,0,20693926,0,20693926,20693926,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-64575-0-6,192.168.1.70,64575,192.168.1.90,0,6,1/01/1970 22:54,10415793,2,1,980,0,500,480,490,14.14213562,0,0,0,0,94.08789134,0.288024157,5207896.5,7253124.473,10336630,79163,10336630,10336630,0,10336630,10336630,0,0,0,0,0,0,0,0,0,60,20,0.192016105,0.096008052,0,500,370,246.8467811,60933.33333,0,0,1,0,1,0,0,2,0,493.3333333,490,0,0,0,0,0,0,0,2,980,1,0,512,0,1,20,0,0,0,0,10336630,0,10336630,10336630,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-33260-0-6,192.168.1.70,33260,192.168.1.90,0,6,3/01/1970 3:55,45160,1,1,50,0,50,50,50,0,0,0,0,0,1107.174491,44.28697963,45160,0,45160,45160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22.14348981,22.14348981,0,50,33.33333333,28.86751346,833.3333333,1,0,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-43400-0-6,192.168.1.70,43400,192.168.1.90,0,6,3/01/1970 4:11,42815987,7,0,3460,0,500,480,494.2857143,9.759000729,0,0,0,0,80.81093634,0.163490334,7135997.833,3503641.473,10266623,2540644,42815987,7135997.833,3503641.473,10266623,2540644,0,0,0,0,0,0,0,0,0,180,0,0.163490334,0,480,500,495,9.258200998,85.71428571,0,0,0,0,0,0,7,0,0,565.7142857,494.2857143,0,0,0,0,0,0,0,1,576,0,0,512,0,6,20,3170253,0,3170253,3170253,9276272.5,1438750.191,10266623,7159520,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-2793-0-6,192.168.1.70,2793,192.168.1.90,0,6,1/01/1970 22:41,20918,1,1,50,0,50,50,50,0,0,0,0,0,2390.285878,95.61143513,20918,0,20918,20918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,47.80571756,47.80571756,0,50,33.33333333,28.86751346,833.3333333,0,0,1,1,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-21198-0-6,192.168.1.70,21198,192.168.1.90,0,6,1/01/1970 4:52,7123069,2,0,80,0,50,30,40,14.14213562,0,0,0,0,11.231114,0.28077785,7123069,0,7123069,7123069,7123069,7123069,0,7123069,7123069,0,0,0,0,0,0,0,0,0,60,0,0.28077785,0,30,50,36.66666667,11.54700538,133.3333333,0,0,2,0,0,0,0,0,0,55,40,0,0,0,0,0,0,0,2,80,0,0,512,0,1,20,0,0,0,0,7123069,0,7123069,7123069,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-34036-0-17,192.168.1.70,34036,192.168.1.90,0,17,1/01/1970 4:15,42355672,4,0,1100,0,500,50,275,259.8076211,0,0,0,0,25.9705477,0.094438355,14118557.33,5821383.289,17984409,7423290,42355672,14118557.33,5821383.289,17984409,7423290,0,0,0,0,0,0,0,0,0,32,0,0.094438355,0,50,500,230,246.4751509,60750,0,0,0,0,0,0,0,0,0,287.5,275,0,0,0,0,0,0,0,1,366,0,0,0,0,3,8,0,0,0,0,14118557.33,5821383.289,17984409,7423290,Malicious,DoS,DoS UDP
192.168.1.70-192.168.1.90-3697-0-6,192.168.1.70,3697,192.168.1.90,0,6,3/01/1970 4:00,29497,1,1,30,0,30,30,30,0,0,0,0,0,1017.052582,67.80350544,29497,0,29497,29497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,20,33.90175272,33.90175272,0,30,20,17.32050808,300,0,0,1,0,1,1,0,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,512,0,0,40,0,0,0,0,0,0,0,0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-53555-0-6,192.168.1.70,53555,192.168.1.90,0,6,1/01/1970 4:50,28383,1,1,50,0,50,50,50,0,0,0,0,0,1761.61787,70.46471479,28383,0,28383,28383,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,35.2323574,35.2323574,0,50,33.33333333,28.86751346,833.3333333,0,0,1,1,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-10931-0-6,192.168.1.70,10931,192.168.1.90,0,6,1/01/1970 22:39,22866007,4,0,200,0,50,50,50,0,0,0,0,0,8.746608011,0.17493216,7622002.333,8984843.739,17933450,1474839,22866007,7622002.333,8984843.739,17933450,1474839,0,0,0,0,0,0,0,0,0,80,0,0.17493216,0,50,50,50,0,0,0,4,0,0,0,0,0,0,0,62.5,50,0,0,0,0,0,0,0,1,66,0,0,512,0,3,20,4932557,0,4932557,4932557,17933450,0,17933450,17933450,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-42846-0-6,192.168.1.70,42846,192.168.1.90,0,6,1/01/1970 4:57,49892,1,1,500,0,500,500,500,0,0,0,0,0,10021.64676,40.08658703,49892,0,49892,49892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.04329351,20.04329351,0,500,333.3333333,288.6751346,83333.33333,1,0,1,0,1,0,0,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-5096-0-6,192.168.1.70,5096,192.168.1.90,0,6,1/01/1970 5:00,5956169,2,0,1000,0,500,500,500,0,0,0,0,0,167.8931541,0.335786308,5956169,0,5956169,5956169,5956169,5956169,0,5956169,5956169,0,0,0,0,0,0,0,0,0,40,0,0.335786308,0,500,500,500,0,0,0,0,2,0,0,0,0,0,0,750,500,0,0,0,0,0,0,0,2,1000,0,0,512,0,1,20,0,0,0,0,5956169,0,5956169,5956169,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-1207-19491-6,192.168.1.70,1207,192.168.1.90,19491,6,1/01/1970 9:19,27567,1,1,0,0,0,0,0,0,0,0,0,0,0,72.55051329,27567,0,27567,27567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,36.27525665,36.27525665,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-35011-0-6,192.168.1.70,35011,192.168.1.90,0,6,1/01/1970 4:58,3003070,2,1,1000,0,500,500,500,0,0,0,0,0,332.9925709,0.998977713,1501535,2098322.403,2985273,17797,2985273,2985273,0,2985273,2985273,0,0,0,0,0,0,0,0,0,40,20,0.665985142,0.332992571,0,500,375,250,62500,2,0,1,0,1,0,0,0,0,500,500,0,0,0,0,0,0,0,2,1000,1,0,1000,0,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-55894-80-6,192.168.1.70,55894,192.168.1.90,80,6,2/01/1970 5:54,836,2,0,0,0,0,0,0,0,0,0,0,0,0,2392.344498,836,0,836,836,836,836,0,836,836,0,0,0,0,0,0,0,0,0,40,0,2392.344498,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS HTTP
192.168.1.70-192.168.1.90-37125-0-6,192.168.1.70,37125,192.168.1.90,0,6,1/01/1970 4:55,96408,1,1,30,0,30,30,30,0,0,0,0,0,311.1774956,20.74516638,96408,0,96408,96408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,10.37258319,10.37258319,0,30,20,17.32050808,300,0,0,1,0,1,0,1,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,512,0,0,40,0,0,0,0,0,0,0,0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-2103-35272-6,192.168.1.70,2103,192.168.1.90,35272,6,1/01/1970 9:17,142594,1,1,0,0,0,0,0,0,0,0,0,0,0,14.02583559,142594,0,142594,142594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,7.012917795,7.012917795,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-20345-0-6,192.168.1.70,20345,192.168.1.90,0,6,1/01/1970 4:54,22831,1,1,50,0,50,50,50,0,0,0,0,0,2190.004818,87.60019272,22831,0,22831,22831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.80009636,43.80009636,0,50,33.33333333,28.86751346,833.3333333,0,0,1,0,1,0,0,1,1,50,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-57470-80-6,192.168.1.70,57470,192.168.1.90,80,6,2/01/1970 6:01,1315886,5,3,385,743,385,0,77,172.1772343,743,0,247.6666667,428.97125,857.2171146,6.079554004,187983.7143,395207.0455,1076312,1695,1315886,328971.5,510900.4291,1079528,1695,1178459,589229.5,820231.8454,1169221,9238,0,0,0,0,156,104,3.799721252,2.279832751,0,743,125.3333333,264.3146799,69862.25,1,2,1,2,6,0,0,0,0,141,77,247.6666667,0,0,0,0,0,0,5,385,3,743,65280,503,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS HTTP
